Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-1093,Flaxcombe East,Locality,Saskatoon Region,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1094,Fort Qu'Appelle East,Locality,Central Saskatchewan,7,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1095,Hepburn South,Locality,Central Saskatchewan,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1096,Herbert East,Locality,Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1097,Lang East,Locality,Central Saskatchewan,7,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1098,Laterriere,Locality,Central Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1099,Leydier,Locality,Central Saskatchewan,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1100,Lockwood East,Locality,Regina Region,29,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1101,Maple Creek East,Locality,Northwest Saskatchewan,31,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1137,Big Island Lake Cree Nation,First Nations Reserve,Northern Saskatchewan,350,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1138,Canoe Lake Cree First Nation,First Nations Reserve,Northern Saskatchewan,700,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1139,Arelee,Locality,Saskatoon Region,47,41.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1140,Axford,Locality,Southeast Saskatchewan,35,39.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1141,Bents,Locality,West Central Saskatchewan,54,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1142,Birch Lake,Locality,Northwest Saskatchewan,10,34.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1143,Bromhead,Locality,Southeast Saskatchewan,51,38.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1144,Bushell Park,Locality,Southern Saskatchewan,17,38.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1145,Carragana,Locality,Central Saskatchewan,22,33.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1146,Chamakese,Locality,Central Saskatchewan,38,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1147,Chandler,Locality,Regina Region,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1148,Cummings,Locality,Southwest Saskatchewan,29,31.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1149,Edenburg,Locality,Regina Region,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1150,Espeseth Cove,Locality,Southeast Saskatchewan,35,37.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1151,Estlin,Locality,Regina Region,9,38.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1152,Expanse,Locality,Southern Saskatchewan,31,38.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1153,Gibbs,Locality,Regina Region,47,41.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1154,Guises Beach,Locality,Central Saskatchewan,19,35.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1155,Keatley,Locality,Northwest Saskatchewan,21,38.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1156,Kedleston Beach,Locality,Regina Region,21,39.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1157,Kelfield,Locality,West Central Saskatchewan,13,36.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1158,Killdeer,Locality,Southern Saskatchewan,11,34,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1159,Kilwinning,Locality,Central Saskatchewan,44,39.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1160,Kipabiskau,Locality,Central Saskatchewan,47,37.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1161,Leofeld,Locality,Southern Saskatchewan,21,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1162,Lewvan,Locality,Southeast Saskatchewan,9,37.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1163,Marriott,Locality,West Central Saskatchewan,31,39,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
